Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD055208,CUST8491,Blinkit,01:29.5,27,Dairy,194,Good quality products.,4,No,No
ORD053528,CUST8086,JioMart,06:29.5,43,Fruits & Vegetables,67,"Easy to order, loved it!",5,Yes,No
ORD026971,CUST3383,Blinkit,24:29.5,43,Grocery,363,"Not fresh, disappointed.",2,Yes,Yes
ORD073218,CUST8493,JioMart,44:29.5,32,Dairy,281,Wrong item delivered.,1,No,Yes
ORD065891,CUST7861,JioMart,29:29.5,44,Snacks,89,"Very late delivery, not happy.",2,Yes,Yes
ORD042222,CUST9315,Blinkit,05:29.5,20,Beverages,650,"Horrible experience, never ordering again.",1,No,Yes
ORD097866,CUST8465,Blinkit,48:29.5,24,Beverages,867,Excellent experience!,5,No,No
ORD012251,CUST8568,Blinkit,10:29.5,28,Fruits & Vegetables,68,"Very late delivery, not happy.",2,No,Yes
ORD069437,CUST7444,Swiggy Instamart,09:29.5,25,Grocery,496,Good quality products.,4,No,No
ORD038433,CUST3708,JioMart,19:29.5,24,Grocery,887,Excellent experience!,5,No,No
ORD040890,CUST6647,Blinkit,09:29.5,28,Personal Care,351,Delivery person was rude.,2,No,Yes
ORD030999,CUST3736,Blinkit,45:29.5,23,Snacks,143,"Horrible experience, never ordering again.",1,No,Yes
ORD056146,CUST8195,Swiggy Instamart,18:29.5,35,Beverages,176,"Very late delivery, not happy.",2,No,Yes
ORD095414,CUST7038,JioMart,39:29.5,27,Dairy,444,Excellent experience!,5,No,No
ORD022156,CUST3337,Blinkit,22:29.5,34,Personal Care,939,Delivery person was rude.,2,No,Yes
ORD017614,CUST9806,JioMart,36:29.5,47,Beverages,765,Wrong item delivered.,1,Yes,Yes
ORD056444,CUST7330,Swiggy Instamart,03:29.5,23,Fruits & Vegetables,219,Very satisfied with the service.,5,No,No
ORD098400,CUST8173,Swiggy Instamart,02:29.5,15,Personal Care,990,Excellent experience!,5,No,No
ORD024053,CUST5318,JioMart,24:29.5,34,Beverages,164,"Very late delivery, not happy.",2,No,Yes
ORD050243,CUST3206,Blinkit,58:29.5,29,Personal Care,1749,Excellent experience!,5,No,No
ORD058999,CUST5099,JioMart,18:29.5,19,Dairy,373,Good quality products.,4,No,No
ORD031345,CUST8915,Swiggy Instamart,52:29.5,39,Grocery,1266,"Fast delivery, great service!",5,No,No
ORD061242,CUST7164,Swiggy Instamart,09:29.5,28,Dairy,354,"Fast delivery, great service!",5,No,No
ORD092530,CUST9501,Blinkit,30:29.5,32,Snacks,267,Delivery person was rude.,2,No,Yes
ORD080829,CUST1172,JioMart,02:29.5,26,Personal Care,1422,Delivery person was rude.,2,No,Yes
ORD051726,CUST3480,JioMart,57:29.5,31,Grocery,1320,"Easy to order, loved it!",5,No,No
ORD033880,CUST8405,Swiggy Instamart,15:29.5,18,Personal Care,1243,"Horrible experience, never ordering again.",1,No,Yes
ORD083007,CUST1549,Swiggy Instamart,58:29.5,40,Dairy,496,Excellent experience!,5,No,No
ORD073909,CUST4672,Swiggy Instamart,06:29.5,26,Beverages,554,Quick and reliable!,5,No,No
ORD067247,CUST2017,Swiggy Instamart,59:29.5,40,Fruits & Vegetables,558,"Not fresh, disappointed.",2,No,Yes
ORD088808,CUST2647,Swiggy Instamart,57:29.5,47,Beverages,464,Very satisfied with the service.,5,Yes,No
ORD013122,CUST4953,Swiggy Instamart,17:29.5,43,Fruits & Vegetables,331,Excellent experience!,5,Yes,No
ORD008258,CUST8733,Blinkit,35:29.5,30,Snacks,350,Wrong item delivered.,1,No,Yes
ORD093381,CUST4234,Swiggy Instamart,27:29.5,34,Personal Care,1972,Quick and reliable!,5,No,No
ORD013915,CUST4444,JioMart,56:29.5,40,Grocery,403,"Fast delivery, great service!",5,No,No
ORD030903,CUST6007,JioMart,34:29.5,24,Personal Care,780,Quick and reliable!,5,No,No
ORD072859,CUST1919,JioMart,40:29.5,42,Snacks,339,Packaging could be better.,3,Yes,No
ORD020293,CUST7557,JioMart,52:29.5,35,Dairy,614,Wrong item delivered.,1,No,Yes
ORD058171,CUST8271,Blinkit,48:29.5,45,Fruits & Vegetables,303,Quick and reliable!,5,Yes,No
ORD020950,CUST1974,Blinkit,35:29.5,46,Snacks,231,Items missing from order.,2,Yes,Yes
ORD036695,CUST7334,Blinkit,51:29.5,38,Fruits & Vegetables,268,Wrong item delivered.,1,No,Yes
ORD008526,CUST6314,Blinkit,40:29.5,33,Dairy,561,Very satisfied with the service.,5,No,No
ORD078272,CUST5710,JioMart,13:29.5,32,Fruits & Vegetables,455,Excellent experience!,5,No,No
ORD077403,CUST1966,Blinkit,09:29.5,48,Dairy,788,"Horrible experience, never ordering again.",1,Yes,Yes
ORD077652,CUST5325,Blinkit,11:29.5,38,Dairy,608,"Horrible experience, never ordering again.",1,No,Yes
ORD099837,CUST4004,Blinkit,17:29.5,22,Snacks,444,Packaging could be better.,3,No,No
ORD092272,CUST1614,JioMart,59:29.5,9,Beverages,400,Delivery person was rude.,2,No,Yes
ORD029776,CUST4519,Blinkit,57:29.5,17,Dairy,787,Quick and reliable!,5,No,No
ORD034808,CUST4090,Blinkit,38:29.5,29,Fruits & Vegetables,675,"Easy to order, loved it!",5,No,No
ORD016886,CUST8991,JioMart,59:29.5,38,Grocery,1045,Excellent experience!,5,No,No
ORD049984,CUST1543,Swiggy Instamart,53:29.5,41,Fruits & Vegetables,351,"Not fresh, disappointed.",2,Yes,Yes
ORD062615,CUST5529,Blinkit,02:29.5,31,Grocery,519,Wrong item delivered.,1,No,Yes
ORD014229,CUST3255,Swiggy Instamart,48:29.5,27,Fruits & Vegetables,264,"Very late delivery, not happy.",2,No,Yes
ORD052177,CUST7945,JioMart,15:29.5,47,Dairy,659,"Easy to order, loved it!",5,Yes,No
ORD008029,CUST3064,JioMart,23:29.5,25,Personal Care,1379,"Horrible experience, never ordering again.",1,No,Yes
ORD028922,CUST9299,JioMart,27:29.5,47,Beverages,728,Very satisfied with the service.,5,Yes,No
ORD069420,CUST8143,JioMart,33:29.5,36,Snacks,304,"Very late delivery, not happy.",2,No,Yes
ORD070812,CUST9549,Blinkit,33:29.5,24,Dairy,725,Good quality products.,4,No,No
ORD034364,CUST2163,Swiggy Instamart,44:29.5,38,Beverages,502,Items missing from order.,2,No,Yes
ORD043204,CUST5707,Swiggy Instamart,44:29.5,12,Personal Care,186,Items missing from order.,2,No,Yes
ORD036795,CUST8068,Swiggy Instamart,14:29.5,24,Fruits & Vegetables,318,Excellent experience!,5,No,No
ORD097027,CUST2570,JioMart,42:29.5,31,Personal Care,1369,Very satisfied with the service.,5,No,No
ORD063343,CUST9094,JioMart,50:29.5,42,Personal Care,783,"Easy to order, loved it!",5,Yes,No
ORD036956,CUST3853,Blinkit,08:29.5,37,Grocery,1386,Delivery person was rude.,2,No,Yes
ORD069229,CUST5162,Swiggy Instamart,13:29.5,35,Personal Care,1422,"Horrible experience, never ordering again.",1,No,Yes
ORD009424,CUST2616,Swiggy Instamart,34:29.5,30,Fruits & Vegetables,298,Items missing from order.,2,No,Yes
ORD086001,CUST2211,Swiggy Instamart,18:29.5,16,Snacks,237,Very satisfied with the service.,5,No,No
ORD016959,CUST6706,JioMart,02:29.5,21,Grocery,1049,Items missing from order.,2,No,Yes
ORD021615,CUST9658,JioMart,25:29.5,31,Grocery,1313,Delivery person was rude.,2,No,Yes
ORD061462,CUST8009,JioMart,21:29.5,48,Fruits & Vegetables,336,Excellent experience!,5,Yes,No
ORD061774,CUST7300,Blinkit,37:29.5,20,Dairy,538,Packaging could be better.,3,No,No
ORD086802,CUST9597,Swiggy Instamart,33:29.5,26,Personal Care,1214,Delivery person was rude.,2,No,Yes
ORD067503,CUST9960,JioMart,48:29.5,47,Snacks,239,"Horrible experience, never ordering again.",1,Yes,Yes
ORD079371,CUST5289,JioMart,13:29.5,40,Dairy,529,Excellent experience!,5,No,No
ORD034497,CUST9505,JioMart,26:29.5,47,Grocery,852,Packaging could be better.,3,Yes,No
ORD043009,CUST1519,Swiggy Instamart,42:29.5,34,Fruits & Vegetables,228,"Easy to order, loved it!",5,No,No
ORD091598,CUST4971,Swiggy Instamart,17:29.5,51,Personal Care,1765,Packaging could be better.,3,Yes,No
ORD075439,CUST1397,Blinkit,54:29.5,27,Fruits & Vegetables,479,Very satisfied with the service.,5,No,No
ORD029720,CUST2527,JioMart,18:29.5,34,Dairy,324,Packaging could be better.,3,No,No
ORD038607,CUST6554,Blinkit,37:29.5,19,Snacks,162,"Very late delivery, not happy.",2,No,Yes
ORD077127,CUST4104,Blinkit,52:29.5,47,Dairy,269,Very satisfied with the service.,5,Yes,No
ORD097088,CUST6677,Blinkit,09:29.5,20,Grocery,560,Delivery person was rude.,2,No,Yes
ORD024627,CUST7391,Blinkit,04:29.5,21,Fruits & Vegetables,561,Very satisfied with the service.,5,No,No
ORD061815,CUST3622,JioMart,14:29.5,35,Dairy,276,"Fast delivery, great service!",5,No,No
ORD069756,CUST8104,JioMart,52:29.5,36,Grocery,900,Packaging could be better.,3,No,No
ORD011931,CUST4451,Swiggy Instamart,53:29.5,34,Personal Care,1290,Packaging could be better.,3,No,No
ORD016161,CUST3566,JioMart,37:29.5,20,Beverages,206,Wrong item delivered.,1,No,Yes
ORD047440,CUST6982,Swiggy Instamart,26:29.5,31,Fruits & Vegetables,595,Quick and reliable!,5,No,No
ORD034606,CUST5352,Blinkit,35:29.5,23,Grocery,630,"Easy to order, loved it!",5,No,No
ORD014107,CUST3344,Blinkit,20:29.5,37,Grocery,689,"Fast delivery, great service!",5,No,No
ORD090651,CUST2907,Swiggy Instamart,00:29.5,53,Grocery,522,"Fast delivery, great service!",5,Yes,No
ORD098435,CUST5225,JioMart,40:29.5,39,Grocery,268,Good quality products.,4,No,No
ORD017503,CUST9595,Blinkit,51:29.5,27,Grocery,1341,Very satisfied with the service.,5,No,No
ORD063486,CUST9103,Blinkit,12:29.5,31,Grocery,1344,"Easy to order, loved it!",5,No,No
ORD033076,CUST3105,JioMart,55:29.5,36,Grocery,1496,Items missing from order.,2,No,Yes
ORD079809,CUST9117,Swiggy Instamart,10:29.5,31,Beverages,749,"Not fresh, disappointed.",2,No,Yes
ORD090791,CUST5018,Swiggy Instamart,09:29.5,30,Beverages,300,"Horrible experience, never ordering again.",1,No,Yes
ORD093365,CUST6604,Blinkit,22:29.5,36,Dairy,373,Delivery person was rude.,2,No,Yes
ORD018293,CUST8024,Swiggy Instamart,20:29.5,16,Personal Care,1838,Excellent experience!,5,No,No
ORD043850,CUST4339,JioMart,27:29.5,32,Beverages,876,"Horrible experience, never ordering again.",1,No,Yes
ORD035068,CUST9713,Swiggy Instamart,27:29.5,13,Personal Care,1469,"Horrible experience, never ordering again.",1,No,Yes
ORD061393,CUST7138,JioMart,09:29.5,19,Grocery,914,Wrong item delivered.,1,No,Yes
ORD027382,CUST4214,Swiggy Instamart,37:29.5,32,Grocery,521,"Horrible experience, never ordering again.",1,No,Yes
ORD085414,CUST9383,Blinkit,00:29.5,34,Beverages,584,Delivery person was rude.,2,No,Yes
ORD013798,CUST7241,JioMart,24:29.5,36,Grocery,964,Items missing from order.,2,No,Yes
ORD001729,CUST3697,Swiggy Instamart,51:29.5,36,Fruits & Vegetables,186,"Very late delivery, not happy.",2,No,Yes
ORD066101,CUST4295,Swiggy Instamart,08:29.5,41,Fruits & Vegetables,245,"Very late delivery, not happy.",2,Yes,Yes
ORD007678,CUST5968,JioMart,49:29.5,50,Beverages,408,"Easy to order, loved it!",5,Yes,No
ORD073315,CUST9655,Blinkit,50:29.5,31,Grocery,739,Quick and reliable!,5,No,No
ORD069696,CUST7236,Blinkit,52:29.5,29,Fruits & Vegetables,58,Packaging could be better.,3,No,No
ORD005439,CUST9132,Blinkit,57:29.5,5,Snacks,181,Quick and reliable!,5,No,No
ORD073381,CUST7061,JioMart,07:29.5,36,Personal Care,1268,Excellent experience!,5,No,No
ORD034591,CUST7035,Blinkit,57:29.5,12,Grocery,1158,"Fast delivery, great service!",5,No,No
ORD008453,CUST3915,Swiggy Instamart,16:29.5,14,Beverages,804,"Fast delivery, great service!",5,No,No
ORD006235,CUST8412,JioMart,59:29.5,14,Dairy,137,"Not fresh, disappointed.",2,No,Yes
ORD056580,CUST2736,Blinkit,18:29.5,12,Snacks,471,"Fast delivery, great service!",5,No,No
ORD044069,CUST5976,Swiggy Instamart,42:29.5,35,Grocery,959,Wrong item delivered.,1,No,Yes
ORD073662,CUST4650,Blinkit,22:29.5,9,Grocery,1200,Wrong item delivered.,1,No,Yes
ORD018242,CUST7915,Swiggy Instamart,56:29.5,34,Personal Care,938,Excellent experience!,5,No,No
ORD072560,CUST6513,Swiggy Instamart,52:29.5,16,Fruits & Vegetables,411,Good quality products.,4,No,No
ORD011373,CUST9813,JioMart,52:29.5,29,Personal Care,235,"Very late delivery, not happy.",2,No,Yes
ORD053068,CUST9691,Blinkit,13:29.5,47,Dairy,381,Packaging could be better.,3,Yes,No
ORD054397,CUST2002,Swiggy Instamart,20:29.5,52,Personal Care,1482,"Not fresh, disappointed.",2,Yes,Yes
ORD060744,CUST9952,Swiggy Instamart,07:29.5,47,Snacks,163,"Horrible experience, never ordering again.",1,Yes,Yes
ORD004233,CUST7358,JioMart,12:29.5,29,Beverages,523,"Easy to order, loved it!",5,No,No
ORD066150,CUST9997,Swiggy Instamart,48:29.5,27,Fruits & Vegetables,677,Packaging could be better.,3,No,No
ORD000227,CUST3724,Swiggy Instamart,22:29.5,35,Snacks,76,"Easy to order, loved it!",5,No,No
ORD038051,CUST3847,JioMart,13:29.5,31,Grocery,247,Good quality products.,4,No,No
ORD075831,CUST3149,Blinkit,30:29.5,26,Personal Care,1127,Wrong item delivered.,1,No,Yes
ORD011713,CUST2551,Blinkit,04:29.5,32,Snacks,456,Very satisfied with the service.,5,No,No
ORD089799,CUST9780,Swiggy Instamart,36:29.5,24,Snacks,481,"Very late delivery, not happy.",2,No,Yes
ORD084722,CUST7515,Blinkit,36:29.5,28,Beverages,295,Very satisfied with the service.,5,No,No
ORD011651,CUST7974,Swiggy Instamart,04:29.5,27,Personal Care,1945,Good quality products.,4,No,No
ORD063793,CUST4911,Swiggy Instamart,54:29.5,37,Beverages,285,"Horrible experience, never ordering again.",1,No,Yes
ORD018332,CUST5862,JioMart,13:29.5,16,Grocery,441,Very satisfied with the service.,5,No,No
ORD059465,CUST8446,JioMart,11:29.5,21,Beverages,716,"Easy to order, loved it!",5,No,No
ORD031839,CUST5354,Swiggy Instamart,06:29.5,33,Snacks,139,Good quality products.,4,No,No
ORD035888,CUST3132,Swiggy Instamart,45:29.5,38,Fruits & Vegetables,170,Wrong item delivered.,1,No,Yes
ORD070558,CUST2654,Swiggy Instamart,36:29.5,21,Snacks,387,"Very late delivery, not happy.",2,No,Yes
ORD068842,CUST7009,JioMart,07:29.5,23,Beverages,404,Very satisfied with the service.,5,No,No
ORD044300,CUST9459,Blinkit,00:29.5,19,Grocery,702,Excellent experience!,5,No,No
ORD039432,CUST7305,Swiggy Instamart,10:29.5,47,Grocery,1474,Excellent experience!,5,Yes,No
ORD071758,CUST6870,Swiggy Instamart,59:29.5,23,Dairy,620,Items missing from order.,2,No,Yes
ORD051267,CUST6107,Blinkit,26:29.5,19,Snacks,204,Delivery person was rude.,2,No,Yes
ORD049809,CUST4711,JioMart,05:29.5,36,Grocery,577,Very satisfied with the service.,5,No,No
ORD086689,CUST5507,Swiggy Instamart,09:29.5,47,Snacks,493,Packaging could be better.,3,Yes,No
ORD061005,CUST2293,Blinkit,01:29.5,28,Snacks,251,Quick and reliable!,5,No,No
ORD060771,CUST6461,JioMart,55:29.5,8,Dairy,703,"Very late delivery, not happy.",2,No,Yes
ORD000088,CUST5339,Blinkit,05:29.5,5,Beverages,465,"Horrible experience, never ordering again.",1,No,Yes
ORD077204,CUST5897,JioMart,04:29.5,9,Dairy,138,Excellent experience!,5,No,No
ORD051988,CUST8142,JioMart,56:29.5,25,Personal Care,295,Excellent experience!,5,No,No
ORD082150,CUST4558,Blinkit,53:29.5,28,Beverages,347,"Not fresh, disappointed.",2,No,Yes
ORD043734,CUST8282,Swiggy Instamart,05:29.5,27,Fruits & Vegetables,81,Quick and reliable!,5,No,No
ORD095182,CUST2534,JioMart,19:29.5,18,Fruits & Vegetables,91,Items missing from order.,2,No,Yes
ORD088477,CUST9729,Blinkit,24:29.5,37,Fruits & Vegetables,353,Good quality products.,4,No,No
ORD062006,CUST3576,Blinkit,00:29.5,19,Personal Care,1026,"Horrible experience, never ordering again.",1,No,Yes
ORD030884,CUST1439,Blinkit,58:29.5,27,Fruits & Vegetables,217,Excellent experience!,5,No,No
ORD050767,CUST2765,JioMart,37:29.5,38,Personal Care,1941,Packaging could be better.,3,No,No
ORD074956,CUST2581,Blinkit,31:29.5,36,Grocery,1372,"Horrible experience, never ordering again.",1,No,Yes
ORD012751,CUST2196,JioMart,26:29.5,35,Personal Care,1299,Items missing from order.,2,No,Yes
ORD036507,CUST6382,Blinkit,48:29.5,34,Snacks,439,"Horrible experience, never ordering again.",1,No,Yes
ORD009938,CUST8802,JioMart,53:29.5,30,Snacks,436,Very satisfied with the service.,5,No,No
ORD018374,CUST1295,Swiggy Instamart,32:29.5,16,Snacks,120,"Fast delivery, great service!",5,No,No
ORD092221,CUST6338,JioMart,24:29.5,42,Personal Care,1090,Wrong item delivered.,1,Yes,Yes
ORD090730,CUST7041,Blinkit,07:29.5,35,Dairy,159,Excellent experience!,5,No,No
ORD012397,CUST8021,JioMart,46:29.5,39,Beverages,399,Quick and reliable!,5,No,No
ORD094922,CUST2977,Blinkit,24:29.5,21,Snacks,372,"Fast delivery, great service!",5,No,No
ORD033802,CUST2719,Swiggy Instamart,34:29.5,31,Snacks,303,Wrong item delivered.,1,No,Yes
ORD001231,CUST7878,JioMart,50:29.5,20,Personal Care,1201,Very satisfied with the service.,5,No,No
ORD020335,CUST4330,Blinkit,25:29.5,23,Beverages,412,"Very late delivery, not happy.",2,No,Yes
ORD078044,CUST5598,Swiggy Instamart,39:29.5,26,Fruits & Vegetables,536,Excellent experience!,5,No,No
ORD040351,CUST2057,JioMart,46:29.5,22,Snacks,376,Packaging could be better.,3,No,No
ORD050863,CUST8471,Swiggy Instamart,47:29.5,28,Beverages,486,Good quality products.,4,No,No
ORD065410,CUST6206,JioMart,00:29.5,26,Grocery,1050,Delivery person was rude.,2,No,Yes
ORD098466,CUST5504,Swiggy Instamart,39:29.5,44,Beverages,568,"Not fresh, disappointed.",2,Yes,Yes
ORD083943,CUST9660,Blinkit,17:29.5,12,Fruits & Vegetables,219,Packaging could be better.,3,No,No
ORD035641,CUST9375,JioMart,03:29.5,26,Dairy,788,Very satisfied with the service.,5,No,No
ORD076610,CUST8762,Blinkit,03:29.5,17,Snacks,87,Quick and reliable!,5,No,No
ORD001046,CUST4626,Swiggy Instamart,56:29.5,32,Grocery,887,"Not fresh, disappointed.",2,No,Yes
ORD097796,CUST4340,Blinkit,18:29.5,33,Snacks,480,Very satisfied with the service.,5,No,No
ORD005938,CUST6450,Swiggy Instamart,25:29.5,35,Fruits & Vegetables,686,Quick and reliable!,5,No,No
ORD057688,CUST5742,Swiggy Instamart,22:29.5,23,Beverages,249,"Not fresh, disappointed.",2,No,Yes
ORD007896,CUST1324,Swiggy Instamart,46:29.5,25,Grocery,1038,"Very late delivery, not happy.",2,No,Yes
ORD087485,CUST6938,Swiggy Instamart,44:29.5,28,Grocery,719,"Easy to order, loved it!",5,No,No
ORD017571,CUST3854,Blinkit,21:29.5,27,Beverages,243,Wrong item delivered.,1,No,Yes
ORD053065,CUST5484,Swiggy Instamart,45:29.5,33,Personal Care,579,Delivery person was rude.,2,No,Yes
ORD011142,CUST1959,Blinkit,24:29.5,33,Fruits & Vegetables,694,"Horrible experience, never ordering again.",1,No,Yes
ORD096937,CUST5705,JioMart,57:29.5,31,Personal Care,769,Delivery person was rude.,2,No,Yes
ORD050491,CUST1269,JioMart,51:29.5,35,Grocery,1283,"Horrible experience, never ordering again.",1,No,Yes
ORD033223,CUST4482,Blinkit,23:29.5,43,Dairy,278,Good quality products.,4,Yes,No
ORD082507,CUST7732,Blinkit,54:29.5,34,Beverages,517,Very satisfied with the service.,5,No,No
ORD036297,CUST8658,JioMart,10:29.5,34,Dairy,527,Items missing from order.,2,No,Yes
ORD067925,CUST3440,Blinkit,19:29.5,42,Dairy,447,Quick and reliable!,5,Yes,No
ORD094405,CUST9777,Blinkit,27:29.5,30,Personal Care,1868,"Easy to order, loved it!",5,No,No
ORD084993,CUST3151,Blinkit,59:29.5,32,Grocery,253,Quick and reliable!,5,No,No
ORD062123,CUST1224,Swiggy Instamart,42:29.5,36,Dairy,239,"Horrible experience, never ordering again.",1,No,Yes
ORD065744,CUST4317,Swiggy Instamart,00:29.5,28,Dairy,252,Quick and reliable!,5,No,No
ORD040247,CUST7888,JioMart,02:29.5,31,Beverages,920,Items missing from order.,2,No,Yes
ORD016362,CUST2782,JioMart,02:29.5,31,Snacks,312,"Easy to order, loved it!",5,No,No
ORD055939,CUST5915,Swiggy Instamart,56:29.5,41,Beverages,236,Items missing from order.,2,Yes,Yes
ORD028675,CUST1153,JioMart,28:29.5,5,Dairy,799,Wrong item delivered.,1,No,Yes
ORD023958,CUST9988,Swiggy Instamart,56:29.5,28,Beverages,935,Very satisfied with the service.,5,No,No
ORD007859,CUST5473,JioMart,56:29.5,38,Beverages,394,"Horrible experience, never ordering again.",1,No,Yes
ORD094213,CUST7483,JioMart,06:29.5,22,Grocery,491,Items missing from order.,2,No,Yes
ORD063352,CUST9294,Blinkit,54:29.5,18,Fruits & Vegetables,403,Delivery person was rude.,2,No,Yes
ORD050199,CUST4710,Swiggy Instamart,22:29.5,11,Snacks,104,"Very late delivery, not happy.",2,No,Yes
ORD055239,CUST9656,Swiggy Instamart,26:29.5,30,Personal Care,1253,"Horrible experience, never ordering again.",1,No,Yes
ORD098341,CUST8236,Swiggy Instamart,30:29.5,21,Fruits & Vegetables,448,Quick and reliable!,5,No,No
ORD013706,CUST7535,JioMart,48:29.5,27,Personal Care,1377,Packaging could be better.,3,No,No
ORD013580,CUST9490,Swiggy Instamart,56:29.5,23,Fruits & Vegetables,628,Wrong item delivered.,1,No,Yes
ORD034571,CUST2723,Swiggy Instamart,24:29.5,17,Grocery,866,"Not fresh, disappointed.",2,No,Yes
ORD093622,CUST6148,JioMart,09:29.5,38,Grocery,1092,Items missing from order.,2,No,Yes
ORD002105,CUST4570,Swiggy Instamart,22:29.5,33,Dairy,379,"Very late delivery, not happy.",2,No,Yes
ORD074361,CUST2148,Swiggy Instamart,41:29.5,5,Beverages,544,Good quality products.,4,No,No
ORD085889,CUST6701,JioMart,25:29.5,34,Snacks,382,Very satisfied with the service.,5,No,No
ORD099907,CUST9786,Blinkit,11:29.5,13,Dairy,469,Packaging could be better.,3,No,No
ORD056430,CUST7150,JioMart,37:29.5,35,Personal Care,366,"Not fresh, disappointed.",2,No,Yes
ORD086503,CUST3410,Swiggy Instamart,23:29.5,33,Personal Care,450,Packaging could be better.,3,No,No
ORD012470,CUST9605,Blinkit,13:29.5,40,Snacks,469,"Fast delivery, great service!",5,No,No
ORD014779,CUST5137,Blinkit,19:29.5,32,Dairy,113,Quick and reliable!,5,No,No
ORD027544,CUST4812,Blinkit,10:29.5,25,Fruits & Vegetables,576,Excellent experience!,5,No,No
ORD097977,CUST7044,Blinkit,34:29.5,45,Fruits & Vegetables,305,"Not fresh, disappointed.",2,Yes,Yes
ORD046123,CUST4454,Blinkit,17:29.5,11,Beverages,841,"Not fresh, disappointed.",2,No,Yes
ORD049369,CUST1912,Blinkit,05:29.5,32,Grocery,797,Excellent experience!,5,No,No
ORD001333,CUST2234,JioMart,31:29.5,54,Personal Care,1321,"Horrible experience, never ordering again.",1,Yes,Yes
ORD002361,CUST1762,Swiggy Instamart,27:29.5,46,Personal Care,1945,Excellent experience!,5,Yes,No
ORD082418,CUST7531,Swiggy Instamart,13:29.5,24,Grocery,1189,Items missing from order.,2,No,Yes
ORD045149,CUST1481,Blinkit,35:29.5,19,Personal Care,1244,Very satisfied with the service.,5,No,No
ORD007842,CUST1745,Blinkit,07:29.5,36,Beverages,777,Very satisfied with the service.,5,No,No
ORD086291,CUST5482,JioMart,57:29.5,16,Snacks,209,Excellent experience!,5,No,No
ORD036035,CUST9257,JioMart,16:29.5,25,Personal Care,1233,"Easy to order, loved it!",5,No,No
ORD018146,CUST7247,Blinkit,55:29.5,29,Dairy,467,Very satisfied with the service.,5,No,No
ORD070746,CUST4815,JioMart,16:29.5,29,Personal Care,170,"Fast delivery, great service!",5,No,No
ORD078804,CUST9881,JioMart,20:29.5,32,Fruits & Vegetables,357,Good quality products.,4,No,No
ORD094236,CUST6034,Swiggy Instamart,49:29.5,27,Grocery,244,Delivery person was rude.,2,No,Yes
ORD052491,CUST3923,Swiggy Instamart,03:29.5,32,Snacks,234,"Not fresh, disappointed.",2,No,Yes
ORD088895,CUST3990,Swiggy Instamart,56:29.5,34,Dairy,186,Items missing from order.,2,No,Yes
ORD059269,CUST2376,Blinkit,01:29.5,43,Beverages,187,"Horrible experience, never ordering again.",1,Yes,Yes
ORD019663,CUST4193,Blinkit,49:29.5,32,Grocery,1361,Delivery person was rude.,2,No,Yes
ORD049826,CUST3852,Swiggy Instamart,51:29.5,15,Beverages,599,Very satisfied with the service.,5,No,No
ORD001323,CUST6724,JioMart,03:29.5,18,Personal Care,1834,"Easy to order, loved it!",5,No,No
ORD037624,CUST2348,Blinkit,18:29.5,31,Personal Care,280,Very satisfied with the service.,5,No,No
ORD020087,CUST7714,Swiggy Instamart,59:29.5,37,Personal Care,1655,Very satisfied with the service.,5,No,No
ORD088366,CUST1780,Blinkit,01:29.5,16,Snacks,467,Very satisfied with the service.,5,No,No
ORD092896,CUST5189,Swiggy Instamart,12:29.5,49,Fruits & Vegetables,126,"Very late delivery, not happy.",2,Yes,Yes
ORD069588,CUST6937,Blinkit,18:29.5,43,Dairy,208,Packaging could be better.,3,Yes,No
ORD026587,CUST7113,Swiggy Instamart,00:29.5,32,Grocery,498,Wrong item delivered.,1,No,Yes
ORD039879,CUST2284,Blinkit,41:29.5,32,Fruits & Vegetables,489,Excellent experience!,5,No,No
ORD075299,CUST7169,Blinkit,09:29.5,41,Fruits & Vegetables,298,"Very late delivery, not happy.",2,Yes,Yes
ORD053979,CUST1670,JioMart,14:29.5,26,Fruits & Vegetables,566,"Easy to order, loved it!",5,No,No
ORD049674,CUST1074,JioMart,23:29.5,9,Beverages,865,Items missing from order.,2,No,Yes
ORD075962,CUST8788,Swiggy Instamart,45:29.5,43,Grocery,1034,"Horrible experience, never ordering again.",1,Yes,Yes
ORD025356,CUST8273,JioMart,42:29.5,27,Grocery,1480,"Horrible experience, never ordering again.",1,No,Yes
ORD027734,CUST7661,JioMart,41:29.5,21,Beverages,164,"Horrible experience, never ordering again.",1,No,Yes
ORD018006,CUST8556,Blinkit,15:29.5,25,Snacks,176,Packaging could be better.,3,No,No
ORD022673,CUST2966,Swiggy Instamart,59:29.5,13,Dairy,663,"Not fresh, disappointed.",2,No,Yes
ORD050381,CUST7672,Swiggy Instamart,44:29.5,49,Dairy,156,Packaging could be better.,3,Yes,No
ORD059039,CUST1243,JioMart,24:29.5,40,Fruits & Vegetables,216,Very satisfied with the service.,5,No,No
ORD043445,CUST1972,Swiggy Instamart,55:29.5,18,Dairy,225,Items missing from order.,2,No,Yes
ORD002281,CUST3756,JioMart,20:29.5,42,Snacks,461,"Very late delivery, not happy.",2,Yes,Yes
ORD077965,CUST9934,JioMart,45:29.5,27,Beverages,415,"Easy to order, loved it!",5,No,No
